id	emolabel	emolevel	tag
stee033adag01_01.TEI.2.text.body.div.sp.2645.s.2	Angst	Emotie	vrees
stee033adag01_01.TEI.2.text.body.div.div.sp.2690.s.5	Wraakzucht	Emotie	wraak
stee033adag01_01.TEI.2.text.body.div.div.sp.2690.s.7	Mededogen	Emotie	mededoogen
stee033adag01_01.TEI.2.text.body.div.div.sp.2690.s.8	Wraakzucht	Emotie	wraak
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.1	Wroeging	Emotie	wroegend
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.1	Wroeging	Lichaamsdeel	hart
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.9	Wanhoop	Lichaamsdeel	ziel
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.9	Wanhoop	Emotie	smart
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.9	Verdriet	Lichaamsdeel	ziel
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.9	Verdriet	Emotie	smart
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.12	Haat	Emotie	haat
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.13	Wraakzucht	Emotie	wraakzucht
stee033adag01_01.TEI.2.text.body.div.div.sp.2720.s.14	Angst	Emotie	angstig
stee033adag01_01.TEI.2.text.body.div.div.sp.2756.s.1	Wraakzucht	Emotie	wraak
stee033adag01_01.TEI.2.text.body.div.div.sp.2756.s.1	Woede	Emotie	woede
stee033adag01_01.TEI.2.text.body.div.div.sp.2768.s.1	Mededogen	Emotie	deernis
stee033adag01_01.TEI.2.text.body.div.div.sp.2768.s.3	Wanhoop	Emotie	wanhoop
stee033adag01_01.TEI.2.text.body.div.div.sp.2802.s.4	Trouw	Emotie	trouw
stee033adag01_01.TEI.2.text.body.div.div.sp.2817.s.2	Haat	Emotie	haat
stee033adag01_01.TEI.2.text.body.div.div.sp.2817.s.3	Angst	Lichaamswerking	beven
stee033adag01_01.TEI.2.text.body.div.div.sp.2817.s.3	Angst	Emotie	schrik
stee033adag01_01.TEI.2.text.body.div.div.sp.2829.s.4	Wraakzucht	Emotie	wraak
stee033adag01_01.TEI.2.text.body.div.div.sp.2860.s.1	Angst	Emotie	angstig
stee033adag01_01.TEI.2.text.body.div.div.sp.2872.s.1	Angst	Lichaamswerking	beef
stee033adag01_01.TEI.2.text.body.div.div.sp.2928.s.1	Wanhoop	Emotie	wanhoop
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.4	Angst	Lichaamswerking	hoe klopt my 't angstig hart !..
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.4	Angst	Emotie	angstig
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.4	Angst	Lichaamsdeel	hart
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.7	Angst	Lichaamswerking	sterft van schrik
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.7	Angst	Emotie	schrik
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.9	Liefde	Emotie	liefde
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.13	Trouw	Emotie	trouw
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.15	Wraakzucht	Emotie	wraak
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.16	Woede	Emotie	woede
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.16	Mededogen	Emotie	mededoogendheid
stee033adag01_01.TEI.2.text.body.div.div.sp.2955.s.22	Wraakzucht	EmotioneleHandeling	wreekt
stee033adag01_01.TEI.2.text.body.div.div.sp.2984.s.3	Woede	Emotie	woeste
stee033adag01_01.TEI.2.text.body.div.div.sp.2984.s.3	Woede	Emotie	gramschap
stee033adag01_01.TEI.2.text.body.div.div.sp.2984.s.4	Woede	Emotie	grimmig
stee033adag01_01.TEI.2.text.body.div.div.sp.2984.s.4	Woede	Lichaamsdeel	hart
stee033adag01_01.TEI.2.text.body.div.div.sp.3000.s.2	Haat	Emotie	haat
stee033adag01_01.TEI.2.text.body.div.div.sp.3000.s.2	Wanhoop	Emotie	wanhoop
stee033adag01_01.TEI.2.text.body.div.div.sp.3014.s.1	Wanhoop	Emotie	wanhoop
stee033adag01_01.TEI.2.text.body.div.div.sp.3014.s.1	Verdriet	Lichaamswerking	schreit
stee033adag01_01.TEI.2.text.body.div.div.sp.3014.s.1	Wanhoop	Lichaamswerking	schreit
stee033adag01_01.TEI.2.text.body.div.div.sp.3014.s.3	Verdriet	Emotie	zielbedroevend
stee033adag01_01.TEI.2.text.body.div.div.sp.3014.s.3	Liefde	EmotioneleHandeling	minde
stee033adag01_01.TEI.2.text.body.div.div.sp.3014.s.6	Wraakzucht	Emotie	wraak
stee033adag01_01.TEI.2.text.body.div.div.sp.3053.s.2	Angst	Lichaamswerking	bevende
stee033adag01_01.TEI.2.text.body.div.div.sp.3093.s.1	Wraakzucht	Emotie	wraak
stee033adag01_01.TEI.2.text.body.div.div.sp.3093.s.3	Wanhoop	Emotie	wanhoop
stee033adag01_01.TEI.2.text.body.div.div.sp.3093.s.3	Hoop	Emotie	hoop
stee033adag01_01.TEI.2.text.body.div.div.sp.3107.s.1	Angst	Lichaamswerking	hoe is my 't hart bekneld !
stee033adag01_01.TEI.2.text.body.div.div.sp.3107.s.1	Angst	Lichaamsdeel	hart
stee033adag01_01.TEI.2.text.body.div.div.sp.3107.s.1	Wanhoop	Lichaamswerking	hoe is my 't hart bekneld !
stee033adag01_01.TEI.2.text.body.div.div.sp.3107.s.1	Wanhoop	Lichaamsdeel	hart
stee033adag01_01.TEI.2.text.body.div.div.sp.3124.s.3	Hoop	Emotie	hopen
stee033adag01_01.TEI.2.text.body.div.div.sp.3138.s.1	Angst	Lichaamswerking	welk een schrik verscheurt my 't hart !
stee033adag01_01.TEI.2.text.body.div.div.sp.3138.s.1	Angst	Emotie	schrik
stee033adag01_01.TEI.2.text.body.div.div.sp.3138.s.1	Angst	Lichaamsdeel	hart
stee033adag01_01.TEI.2.text.body.div.div.sp.3138.s.1	Wanhoop	Lichaamswerking	welk een schrik verscheurt my 't hart !
stee033adag01_01.TEI.2.text.body.div.div.sp.3138.s.1	Wanhoop	Emotie	schrik
stee033adag01_01.TEI.2.text.body.div.div.sp.3138.s.1	Wanhoop	Lichaamsdeel	hart
stee033adag01_01.TEI.2.text.body.div.div.sp.3138.s.3	Liefde	Emotie	liefde
stee033adag01_01.TEI.2.text.body.div.div.sp.3138.s.3	Liefde	Lichaamswerking	liefde
stee033adag01_01.TEI.2.text.body.div.div.sp.3138.s.3	Wroeging	Lichaamswerking	wroeging
stee033adag01_01.TEI.2.text.body.div.div.sp.3138.s.3	Wroeging	Emotie	wroeging
stee033adag01_01.TEI.2.text.body.div.div.sp.3143.s.3	Angst	Emotie	angst
stee033adag01_01.TEI.2.text.body.div.div.sp.3147.s.1	Haat	Emotie	haat
stee033adag01_01.TEI.2.text.body.div.div.sp.3168.s.3	Schaamte	Emotie	schaamte
stee033adag01_01.TEI.2.text.body.div.div.sp.3168.s.3	Wroeging	Emotie	spyt
stee033adag01_01.TEI.2.text.body.div.div.sp.3168.s.5	Haat	Emotie	haat
stee033adag01_01.TEI.2.text.body.div.div.sp.3168.s.5	Wraakzucht	Emotie	wraak
stee033adag01_01.TEI.2.text.body.div.div.sp.3168.s.7	Wraakzucht	Emotie	wraak
stee033adag01_01.TEI.2.text.body.div.div.sp.3168.s.8	Wanhoop	Emotie	wanhoop
stee033adag01_01.TEI.2.text.body.div.div.sp.3197.s.2	Wraakzucht	Emotie	wraak
stee033adag01_01.TEI.2.text.body.div.div.sp.3219.s.2	Blijdschap	EmotioneleHandeling	juichend
stee033adag01_01.TEI.2.text.body.div.div.sp.3219.s.4	Haat	Emotie	haat
stee033adag01_01.TEI.2.text.body.div.div.sp.3219.s.4	Woede	Emotie	grimmig
stee033adag01_01.TEI.2.text.body.div.div.sp.3219.s.5	Wraakzucht	Emotie	wraak
stee033adag01_01.TEI.2.text.body.div.div.sp.3219.s.5	Wraakzucht	Emotie	wraak
stee033adag01_01.TEI.2.text.body.div.div.sp.3219.s.5	Wraakzucht	Emotie	wraak
stee033adag01_01.TEI.2.text.body.div.div.sp.3219.s.5	Wraakzucht	Emotie	wraak
stee033adag01_01.TEI.2.text.body.div.div.sp.3219.s.6	Woede	Emotie	toornig
stee033adag01_01.TEI.2.text.body.div.div.sp.3219.s.6	Wraakzucht	EmotioneleHandeling	wreken
stee033adag01_01.TEI.2.text.body.div.div.sp.3249.s.1	Liefde	Emotie	liefde
stee033adag01_01.TEI.2.text.body.div.div.sp.3249.s.5	Wraakzucht	Emotie	wraak
stee033adag01_01.TEI.2.text.body.div.div.sp.3249.s.6	Haat	Emotie	haat
stee033adag01_01.TEI.2.text.body.div.div.sp.3249.s.9	Mededogen	Emotie	deernis
stee033adag01_01.TEI.2.text.body.div.div.sp.3262.s.8	Wraakzucht	Emotie	wraak
stee033adag01_01.TEI.2.text.body.div.div.sp.3287.s.5	Haat	Emotie	haat
stee033adag01_01.TEI.2.text.body.div.div.sp.3287.s.5	Beledigd	Emotie	beleedigt
stee033adag01_01.TEI.2.text.body.div.div.sp.3287.s.5	Ontroering	Emotie	ontroert
stee033adag01_01.TEI.2.text.body.div.div.sp.3287.s.8	Angst	Emotie	vreest
stee033adag01_01.TEI.2.text.body.div.div.sp.3307.s.3	Geluk	Emotie	geluk
stee033adag01_01.TEI.2.text.body.div.div.sp.3312.s.1	Haat	Emotie	haat
stee033adag01_01.TEI.2.text.body.div.div.sp.3312.s.1	Liefde	Emotie	minnen
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.2	Hoop	Emotie	hoop
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.2	Wraakzucht	Emotie	wraak
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.2	Wraakzucht	Emotie	wraakzucht
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.7	Blijdschap	Emotie	vreugd
stee033adag01_01.TEI.2.text.body.div.div.sp.3344.s.8	Wraakzucht	Emotie	wraak
stee033adag01_01.TEI.2.text.body.div.div.sp.3380.s.1	Verdriet	Emotie	smart
stee033adag01_01.TEI.2.text.body.div.div.sp.3380.s.1	Wanhoop	Emotie	smart
stee033tham01_01.TEI.2.text.body.div.sp.215.s.2	Blijdschap	Emotie	genoegen
stee033tham01_01.TEI.2.text.body.div.sp.215.s.2	Verlangen	EmotioneleHandeling	smeekte
stee033tham01_01.TEI.2.text.body.div.sp.215.s.3	Verlangen	Emotie	verlangen
stee033tham01_01.TEI.2.text.body.div.sp.215.s.3	Blijdschap	Emotie	vreugd
stee033tham01_01.TEI.2.text.body.div.sp.215.s.4	Verlangen	Emotie	begeerte
stee033tham01_01.TEI.2.text.body.div.sp.252.s.1	Angst	Emotie	verschrikt
stee033tham01_01.TEI.2.text.body.div.sp.264.s.2	Angst	Emotie	vrees
stee033tham01_01.TEI.2.text.body.div.sp.300.s.5	Wraakzucht	Emotie	wraakzucht
stee033tham01_01.TEI.2.text.body.div.sp.327.s.6	Wroeging	Emotie	berouwen
stee033tham01_01.TEI.2.text.body.div.div.sp.338.s.1	Verlangen	Emotie	begeeren
stee033tham01_01.TEI.2.text.body.div.div.sp.354.s.1	Verwondering	Emotie	verwonderd
stee033tham01_01.TEI.2.text.body.div.div.sp.354.s.4	Verwondering	Emotie	verbystert
stee033tham01_01.TEI.2.text.body.div.div.sp.386.s.8	Wanhoop	Emotie	wanhoop
stee033tham01_01.TEI.2.text.body.div.div.sp.386.s.9	Woede	Emotie	woede
stee033tham01_01.TEI.2.text.body.div.div.sp.411.s.3	Angst	Emotie	vreest
stee033tham01_01.TEI.2.text.body.div.div.sp.411.s.4	Trouw	Emotie	trouw
stee033tham01_01.TEI.2.text.body.div.div.sp.411.s.4	Wanhoop	Lichaamswerking	zich schandlyk baad in tranen
stee033tham01_01.TEI.2.text.body.div.div.sp.411.s.4	Wanhoop	Lichaamsdeel	tranen
stee033tham01_01.TEI.2.text.body.div.div.sp.422.s.2	Achterdocht	Emotie	achterdocht
stee033tham01_01.TEI.2.text.body.div.div.sp.422.s.6	Mededogen	Emotie	meêdoogendheid
stee033tham01_01.TEI.2.text.body.div.div.sp.422.s.6	Bezorgdheid	EmotioneleHandeling	smeeken
stee033tham01_01.TEI.2.text.body.div.div.sp.452.s.1	Wanhoop	Lichaamswerking	de tranen , loos gestort uit twee bekoorlyke oogen
stee033tham01_01.TEI.2.text.body.div.div.sp.452.s.1	Wanhoop	Lichaamsdeel	tranen
stee033tham01_01.TEI.2.text.body.div.div.sp.452.s.1	Wanhoop	Lichaamsdeel	oogen
stee033tham01_01.TEI.2.text.body.div.div.sp.452.s.1	Verdriet	Lichaamswerking	de tranen , loos gestort uit twee bekoorlyke oogen
stee033tham01_01.TEI.2.text.body.div.div.sp.452.s.1	Verdriet	Lichaamsdeel	tranen
stee033tham01_01.TEI.2.text.body.div.div.sp.452.s.1	Verdriet	Lichaamsdeel	oogen
stee033tham01_01.TEI.2.text.body.div.div.sp.452.s.1	Mededogen	Emotie	mededoogen
stee033tham01_01.TEI.2.text.body.div.div.sp.452.s.11	Woede	Emotie	woede
stee033tham01_01.TEI.2.text.body.div.div.sp.452.s.11	Hoop	Emotie	hoopt
stee033tham01_01.TEI.2.text.body.div.div.sp.452.s.12	Hoop	Emotie	hoop
stee033tham01_01.TEI.2.text.body.div.div.sp.480.s.2	Verwondering	Emotie	verwondring
stee033tham01_01.TEI.2.text.body.div.div.sp.480.s.5	Schaamte	Emotie	schamen
stee033tham01_01.TEI.2.text.body.div.div.sp.480.s.7	Verlangen	Emotie	lust
stee033tham01_01.TEI.2.text.body.div.div.sp.480.s.8	Wanhoop	Emotie	wanhoop
stee033tham01_01.TEI.2.text.body.div.div.sp.480.s.9	Wanhoop	Lichaamswerking	'k gevoel een knaging my bestryden
stee033tham01_01.TEI.2.text.body.div.div.sp.480.s.9	Verdriet	Emotie	smart
stee033tham01_01.TEI.2.text.body.div.div.sp.489.s.1	Haat	Emotie	hatelyk
stee033tham01_01.TEI.2.text.body.div.div.sp.489.s.5	Angst	Emotie	vreezen
stee033tham01_01.TEI.2.text.body.div.div.sp.513.s.3	Verlangen	Emotie	begeert
stee033tham01_01.TEI.2.text.body.div.div.sp.513.s.3	Mededogen	Emotie	meêdoogendheid
stee033tham01_01.TEI.2.text.body.div.div.sp.513.s.4	Wanhoop	Lichaamswerking	schreijend
stee033tham01_01.TEI.2.text.body.div.div.sp.513.s.4	Verdriet	Lichaamswerking	schreijend
stee033tham01_01.TEI.2.text.body.div.div.sp.526.s.3	Verwondering	Emotie	verwonderd
stee033tham01_01.TEI.2.text.body.div.div.sp.535.s.3	Bezorgdheid	Lichaamswerking	ter harte gaat
stee033tham01_01.TEI.2.text.body.div.div.sp.535.s.3	Trouw	Lichaamswerking	ter harte gaat
stee033tham01_01.TEI.2.text.body.div.div.sp.535.s.3	Hoop	Emotie	hoop
stee033tham01_01.TEI.2.text.body.div.div.sp.546.s.2	Hebzucht	Emotie	baatzucht
stee033tham01_01.TEI.2.text.body.div.div.sp.546.s.3	Mededogen	Emotie	meêdoogendheid
stee033tham01_01.TEI.2.text.body.div.div.sp.546.s.4	Trots	Emotie	heldenvreugd
stee033tham01_01.TEI.2.text.body.div.div.sp.546.s.4	Blijdschap	Emotie	heldenvreugd
stee033tham01_01.TEI.2.text.body.div.div.sp.546.s.6	Bezorgdheid	Lichaamswerking	ter harte gaat
stee033tham01_01.TEI.2.text.body.div.div.sp.546.s.6	Bezorgdheid	Lichaamsdeel	harte
stee033tham01_01.TEI.2.text.body.div.div.sp.546.s.6	Hoop	Emotie	hoop
stee033tham01_01.TEI.2.text.body.div.div.sp.560.s.1	Achterdocht	Emotie	achterdocht
stee033tham01_01.TEI.2.text.body.div.div.sp.560.s.2	Verdriet	Emotie	minnesmart
stee033tham01_01.TEI.2.text.body.div.div.sp.560.s.2	Verdriet	Lichaamsdeel	hart
stee033tham01_01.TEI.2.text.body.div.div.sp.560.s.2	Liefde	Emotie	beminnen
stee033tham01_01.TEI.2.text.body.div.div.sp.560.s.2	Verlangen	Emotie	beminnen
stee033tham01_01.TEI.2.text.body.div.div.sp.560.s.5	Achterdocht	Emotie	wantrouw
stee033tham01_01.TEI.2.text.body.div.div.sp.577.s.1	Verdriet	Emotie	verdriet
stee033tham01_01.TEI.2.text.body.div.div.sp.577.s.2	Liefde	Emotie	minnedrift
stee033tham01_01.TEI.2.text.body.div.div.sp.577.s.2	Liefde	Lichaamswerking	minnedrift
stee033tham01_01.TEI.2.text.body.div.div.sp.577.s.2	Verlangen	Emotie	minnedrift
stee033tham01_01.TEI.2.text.body.div.div.sp.577.s.2	Verlangen	Lichaamswerking	minnedrift
stee033tham01_01.TEI.2.text.body.div.div.sp.577.s.2	Liefde	Emotie	min
stee033tham01_01.TEI.2.text.body.div.div.sp.577.s.2	Haat	Emotie	haat
stee033tham01_01.TEI.2.text.body.div.div.sp.593.s.2	Walging	Emotie	gruwen
stee033tham01_01.TEI.2.text.body.div.div.sp.593.s.3	Liefde	Emotie	liefde
stee033tham01_01.TEI.2.text.body.div.div.sp.593.s.3	Bedruktheid	Emotie	droeven
stee033tham01_01.TEI.2.text.body.div.div.sp.607.s.4	Verdriet	Lichaamswerking	geween
stee033tham01_01.TEI.2.text.body.div.div.sp.607.s.4	Verdriet	Emotie	geween
stee033tham01_01.TEI.2.text.body.div.div.sp.607.s.4	Wanhoop	Lichaamswerking	geween
stee033tham01_01.TEI.2.text.body.div.div.sp.607.s.4	Wanhoop	Emotie	geween
stee033tham01_01.TEI.2.text.body.div.div.sp.633.s.1	Wraakzucht	Emotie	wraak
stee033tham01_01.TEI.2.text.body.div.div.sp.633.s.1	Woede	Emotie	gramschap
stee033tham01_01.TEI.2.text.body.div.div.sp.633.s.1	Verdriet	Emotie	smart
stee033tham01_01.TEI.2.text.body.div.sp.651.s.2	Angst	Emotie	vrees
stee033tham01_01.TEI.2.text.body.div.div.sp.681.s.1	Trouw	Emotie	trouw
stee033tham01_01.TEI.2.text.body.div.div.sp.704.s.7	Angst	Emotie	vreezen
stee033tham01_01.TEI.2.text.body.div.div.sp.704.s.10	Angst	Emotie	vrees
stee033tham01_01.TEI.2.text.body.div.div.sp.725.s.3	Angst	Emotie	vreest
stee033tham01_01.TEI.2.text.body.div.div.sp.725.s.3	Angst	Emotie	vreest
stee033tham01_01.TEI.2.text.body.div.div.sp.725.s.3	Angst	Emotie	vreest
stee033tham01_01.TEI.2.text.body.div.div.sp.725.s.3	Angst	Emotie	vreest
stee033tham01_01.TEI.2.text.body.div.div.sp.743.s.5	Angst	Emotie	vreezen
stee033tham01_01.TEI.2.text.body.div.div.sp.770.s.3	Blijdschap	Emotie	blydschap
stee033tham01_01.TEI.2.text.body.div.div.sp.770.s.4	Woede	Emotie	gramschap
stee033tham01_01.TEI.2.text.body.div.div.sp.770.s.7	Woede	Emotie	nyd
stee033tham01_01.TEI.2.text.body.div.div.sp.770.s.7	Woede	Emotie	gramschap
stee033tham01_01.TEI.2.text.body.div.div.sp.770.s.8	Wroeging	Emotie	berouw
stee033tham01_01.TEI.2.text.body.div.div.sp.770.s.8	Trouw	Emotie	trouw
stee033tham01_01.TEI.2.text.body.div.div.sp.817.s.10	Blijdschap	Emotie	vreugds
stee033tham01_01.TEI.2.text.body.div.div.sp.843.s.1	Blijdschap	Emotie	vreugd
stee033tham01_01.TEI.2.text.body.div.div.sp.843.s.1	Mededogen	Emotie	mededoogen
stee033tham01_01.TEI.2.text.body.div.div.sp.843.s.1	Blijdschap	Lichaamsdeel	hart
stee033tham01_01.TEI.2.text.body.div.div.sp.843.s.1	Blijdschap	Emotie	blydschap
stee033tham01_01.TEI.2.text.body.div.div.sp.843.s.9	Angst	Emotie	vreest
stee033tham01_01.TEI.2.text.body.div.div.sp.843.s.9	Wanhoop	Emotie	wanhoop
stee033tham01_01.TEI.2.text.body.div.div.sp.843.s.9	Woede	Emotie	razerny
stee033tham01_01.TEI.2.text.body.div.div.sp.856.s.3	Mededogen	Emotie	deernis
stee033tham01_01.TEI.2.text.body.div.div.sp.874.s.2	Angst	Emotie	vreest
stee033tham01_01.TEI.2.text.body.div.div.sp.874.s.3	Achterdocht	Emotie	achterdocht
stee033tham01_01.TEI.2.text.body.div.div.sp.874.s.3	Bezorgdheid	Emotie	achterdocht
stee033tham01_01.TEI.2.text.body.div.div.sp.874.s.6	Angst	Emotie	vreezen
stee033tham01_01.TEI.2.text.body.div.div.sp.910.s.2	Vertrouwen	Lichaamsdeel	hart
stee033tham01_01.TEI.2.text.body.div.div.sp.910.s.2	Vertrouwen	Emotie	betrouwt
stee033tham01_01.TEI.2.text.body.div.div.sp.910.s.5	Mededogen	Emotie	mededoogen
stee033tham01_01.TEI.2.text.body.div.div.sp.910.s.7	Angst	Emotie	schrik
stee033tham01_01.TEI.2.text.body.div.div.sp.923.s.2	Mededogen	Emotie	mededoogendheid
stee033tham01_01.TEI.2.text.body.div.div.sp.930.s.2	Angst	Emotie	vrees
stee033tham01_01.TEI.2.text.body.div.div.sp.1019.s.9	Wrevel	Emotie	wrevlig
stee033tham01_01.TEI.2.text.body.div.div.sp.1019.s.9	Walging	Emotie	verächting
stee033tham01_01.TEI.2.text.body.div.div.sp.1019.s.9	Mededogen	Emotie	mededoogendheid
stee033tham01_01.TEI.2.text.body.div.div.sp.1035.s.1	Liefde	Emotie	mint
stee033tham01_01.TEI.2.text.body.div.div.sp.1035.s.2	Liefde	Emotie	beminnen
stee033tham01_01.TEI.2.text.body.div.div.sp.1035.s.3	Liefde	Emotie	minnend
stee033tham01_01.TEI.2.text.body.div.div.sp.1035.s.3	Liefde	Lichaamsdeel	hart
stee033tham01_01.TEI.2.text.body.div.div.sp.1063.s.3	Liefde	Emotie	bemint
stee033tham01_01.TEI.2.text.body.div.div.sp.1063.s.5	Blijdschap	Emotie	blyhartig
stee033tham01_01.TEI.2.text.body.div.div.sp.1063.s.5	Liefde	Emotie	liefde
stee033tham01_01.TEI.2.text.body.div.div.sp.1063.s.5	Liefde	Emotie	minnevuur
stee033tham01_01.TEI.2.text.body.div.div.sp.1063.s.5	Angst	Emotie	vreezen
stee033tham01_01.TEI.2.text.body.div.div.sp.1063.s.5	Verdriet	Lichaamswerking	schreijend
stee033tham01_01.TEI.2.text.body.div.div.sp.1063.s.6	Liefde	Emotie	liefde
stee033tham01_01.TEI.2.text.body.div.div.sp.1063.s.6	Haat	Emotie	haten
stee033tham01_01.TEI.2.text.body.div.div.sp.1063.s.7	Liefde	Emotie	bemint
stee033tham01_01.TEI.2.text.body.div.div.sp.1063.s.9	Liefde	Emotie	liefde
stee033tham01_01.TEI.2.text.body.div.div.sp.1086.s.4	Liefde	Emotie	liefde
stee033tham01_01.TEI.2.text.body.div.div.sp.1086.s.4	Liefde	Emotie	liefde
stee033tham01_01.TEI.2.text.body.div.div.sp.1086.s.4	Liefde	Emotie	liefde
stee033tham01_01.TEI.2.text.body.div.div.sp.1086.s.4	Liefde	Emotie	liefde
stee033tham01_01.TEI.2.text.body.div.div.sp.1086.s.4	Liefde	Lichaamsdeel	hart
stee033tham01_01.TEI.2.text.body.div.div.sp.1086.s.10	Angst	Emotie	vrees
stee033tham01_01.TEI.2.text.body.div.div.sp.1086.s.10	Angst	Emotie	vrees
stee033tham01_01.TEI.2.text.body.div.div.sp.1086.s.10	Angst	Emotie	vrees
stee033tham01_01.TEI.2.text.body.div.div.sp.1086.s.10	Angst	Emotie	vrees
stee033tham01_01.TEI.2.text.body.div.sp.1115.s.1	Verlangen	Emotie	begeert
stee033tham01_01.TEI.2.text.body.div.sp.1126.s.1	Angst	Emotie	bevreesdheid
stee033tham01_01.TEI.2.text.body.div.sp.1190.s.1	Angst	Emotie	vreesde
stee033tham01_01.TEI.2.text.body.div.div.sp.1209.s.3	Toewijding	Emotie	bemint
stee033tham01_01.TEI.2.text.body.div.div.sp.1209.s.3	Trouw	Emotie	bemint
stee033tham01_01.TEI.2.text.body.div.div.sp.1229.s.4	Mededogen	Emotie	medelyden
stee033tham01_01.TEI.2.text.body.div.div.sp.1229.s.5	Geluk	Emotie	geluk
stee033tham01_01.TEI.2.text.body.div.div.sp.1259.s.1	Blijdschap	Emotie	blydschap
stee033tham01_01.TEI.2.text.body.div.div.sp.1259.s.1	Mededogen	Emotie	mededoogend
stee033tham01_01.TEI.2.text.body.div.div.sp.1259.s.1	Mededogen	Lichaamsdeel	hart
stee033tham01_01.TEI.2.text.body.div.div.sp.1259.s.1	Verdriet	Emotie	smart
stee033tham01_01.TEI.2.text.body.div.div.sp.1259.s.1	Blijdschap	Emotie	vreugd
stee033tham01_01.TEI.2.text.body.div.div.sp.1259.s.1	Geluk	Emotie	geluk
stee033tham01_01.TEI.2.text.body.div.div.sp.1259.s.3	Geluk	Emotie	geluk
stee033tham01_01.TEI.2.text.body.div.div.sp.1259.s.6	Liefde	Emotie	minnen
stee033tham01_01.TEI.2.text.body.div.div.sp.1264.s.1	Wroeging	Emotie	spyt
stee033tham01_01.TEI.2.text.body.div.div.sp.1288.s.1	Liefde	Emotie	liefde
stee033tham01_01.TEI.2.text.body.div.div.sp.1288.s.4	Verdriet	Lichaamswerking	zuchtende
stee033tham01_01.TEI.2.text.body.div.div.sp.1288.s.4	Blijdschap	Emotie	blyden
stee033tham01_01.TEI.2.text.body.div.div.sp.1288.s.4	Geluk	Emotie	geluk
stee033tham01_01.TEI.2.text.body.div.div.sp.1299.s.3	Verlangen	Emotie	wenschte
stee033tham01_01.TEI.2.text.body.div.div.sp.1299.s.5	Verlangen	Emotie	begeere
stee033tham01_01.TEI.2.text.body.div.div.sp.1311.s.1	Verlangen	EmotioneleHandeling	smeekte
stee033tham01_01.TEI.2.text.body.div.div.sp.1359.s.2	Woede	Emotie	nyd
stee033tham01_01.TEI.2.text.body.div.div.sp.1384.s.5	Angst	Emotie	vreesde
stee033tham01_01.TEI.2.text.body.div.div.sp.1384.s.9	Mededogen	Emotie	mededoogendheid
stee033tham01_01.TEI.2.text.body.div.div.sp.1384.s.12	Wroeging	Emotie	spyt
stee033tham01_01.TEI.2.text.body.div.div.sp.1384.s.14	Angst	Lichaamswerking	beef
stee033tham01_01.TEI.2.text.body.div.div.sp.1384.s.14	Haat	Emotie	haat
stee033tham01_01.TEI.2.text.body.div.div.sp.1384.s.14	Wraakzucht	Emotie	wraak
stee033tham01_01.TEI.2.text.body.div.div.sp.1384.s.14	Woede	Emotie	verwoedheid
stee033tham01_01.TEI.2.text.body.div.div.sp.1403.s.1	Liefde	Emotie	liefde
stee033tham01_01.TEI.2.text.body.div.div.sp.1421.s.2	Verdriet	Lichaamswerking	beween
stee033tham01_01.TEI.2.text.body.div.div.sp.1421.s.2	Wanhoop	Lichaamswerking	beween
stee033tham01_01.TEI.2.text.body.div.div.sp.1421.s.2	Wanhoop	Emotie	zuchten
stee033tham01_01.TEI.2.text.body.div.div.sp.1421.s.3	Verdriet	Emotie	spyt
stee033tham01_01.TEI.2.text.body.div.div.sp.1436.s.1	Haat	Emotie	haat
stee033tham01_01.TEI.2.text.body.div.div.sp.1444.s.2	Walging	Lichaamswerking	waarvan ik zuchtend gruw
stee033tham01_01.TEI.2.text.body.div.div.sp.1444.s.2	Walging	Emotie	gruw
stee033tham01_01.TEI.2.text.body.div.div.sp.1444.s.3	Wanhoop	Emotie	wanhoop
stee033tham01_01.TEI.2.text.body.div.div.sp.1459.s.1	Verdriet	Emotie	smart
stee033tham01_01.TEI.2.text.body.div.div.sp.1459.s.1	Wanhoop	Emotie	wanhoop
stee033tham01_01.TEI.2.text.body.div.div.sp.1499.s.5	Geluk	Emotie	geluk
